Microbe Protein PDB	Microbial Organism	Microbial Protein Name	Human protein	Human protein Name	Human protein PDB	Tissue Expression	Template interface	Mimicked/disrupted human PPI	I_SC for modeled HMI	I_SC for template PPI	# of aligned residues 	Length of template interface	%Match	Human Protein Tissue Expression	Weight	Probability of being a biological interface	Score1	Score2	Score3	Unnamed: 20	Unnamed: 21	Unnamed: 22	Unnamed: 23	Unnamed: 24	Unnamed: 25	Unnamed: 26	Unnamed: 27	Unnamed: 28	Unnamed: 29	Unnamed: 30	Unnamed: 31	Unnamed: 32	Unnamed: 33	Unnamed: 34	Unnamed: 35	Unnamed: 36	Unnamed: 37	Unnamed: 38	Unnamed: 39	Unnamed: 40	Unnamed: 41	Unnamed: 42	Unnamed: 43	Unnamed: 44	Unnamed: 45	Unnamed: 46	Unnamed: 47	Unnamed: 48	Unnamed: 49	Unnamed: 50	Unnamed: 51	Unnamed: 52	Unnamed: 53	Unnamed: 54	Unnamed: 55	Unnamed: 56	Unnamed: 57	Unnamed: 58	Unnamed: 59	Unnamed: 60	Unnamed: 61	Unnamed: 62	Unnamed: 63	Unnamed: 64	Unnamed: 65	Unnamed: 66	Unnamed: 67	Unnamed: 68	Unnamed: 69	Unnamed: 70	Unnamed: 71	Unnamed: 72	Unnamed: 73	Unnamed: 74	Unnamed: 75	Unnamed: 76	Unnamed: 77	Unnamed: 78	Unnamed: 79	Unnamed: 80	Unnamed: 81	Unnamed: 82	Unnamed: 83	Unnamed: 84	Unnamed: 85	Unnamed: 86	Unnamed: 87	Unnamed: 88	Unnamed: 89	Unnamed: 90	Unnamed: 91	Unnamed: 92	Unnamed: 93	Unnamed: 94	Unnamed: 95	Unnamed: 96	Unnamed: 97	Unnamed: 98	Unnamed: 99	Unnamed: 100
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	AZI2_HUMAN	5-azacytidine-induced protein 2	5z7gD	chain D	5z7gCD	AZI2_HUMAN - AZI2_HUMAN	-9.708	-23.575	41	41	100.00%	adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	1.0	0.175972472	1.0	0.175972472	-1.708340757																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	NEMO_HUMAN	NF-kappa-B essential modulator	3fx0B	chain B	3fx0AB	NEMO_HUMAN - NEMO_HUMAN	-12.782	-10.63	51	63	80.95%	No expression data available	1.5	0.354284756	1.214285714	0.430202918	-5.498853695																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	CP135_HUMAN	Centrosomal protein of 135 kDa	5fcnA	chain A	5fcnAB	CP135_HUMAN - CP135_HUMAN	-13.234	-16.155	51	53	96.23%	No expression data available	1.5	0.041473593	1.443396226	0.059862827	-0.792224654																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	BCR_HUMAN	Breakpoint cluster region protein	1k1fB	chain B	1k1fAB	BCR_HUMAN - BCR_HUMAN	-6.878	-40.014	41	63	65.08%	adrenal gland, appendix, bone marrow, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, soft tissue 1, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	1.5	0.907054612	0.976190476	0.885458073	-6.090180629																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	TBK1_HUMAN	Serine/threonine-protein kinase TBK1	5eoaC	chain C	5eoaAC	TBK1_HUMAN - OPTN_HUMAN	-9.478	-19.034	44	49	89.80%	No expression data available	1.0	0.098883375	0.897959184	0.088793234	-0.841582276																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	CALM2_HUMAN	Calmodulin-2	2lqcA	chain A	2lqcAB	CALM2_HUMAN - CAC1C_HUMAN	-6.869	-9.171	21	22	95.45%	adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	0.5	0.759510917	0.477272727	0.362493847	-2.489970233																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	MYO10_HUMAN	Unconventional myosin-X	2lw9B	chain B	2lw9AB	MYO10_HUMAN - MYO10_HUMAN	-17.005	-16.209	38	44	86.36%	No expression data available	1.0	0.815389425	0.863636364	0.704199958	-11.97492028																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	MYPT1_HUMAN	Protein phosphatase 1 regulatory subunit 12A	5huzA	chain A	5huzAB	MYPT1_HUMAN - MYPT1_HUMAN	-12.547	-12.668	43	44	97.73%	adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	1.0	0.265027401	0.977272727	0.259004051	-3.249723822																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	GCC2_HUMAN	GRIP and coiled-coil domain-containing protein 2	3bbpE	chain E	3bbpDE	GCC2_HUMAN - GCC2_HUMAN	-12.676	-18.323	38	38	100.00%	No expression data available	1.0	0.12205309	1.0	0.12205309	-1.547144975																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	MYCBP_HUMAN	c-Myc-binding protein	2yy0A	chain A	2yy0AB	MYCBP_HUMAN - MYCBP_HUMAN	-11.603	-20.033	37	37	100.00%	No expression data available	1.0	0.814583917	1.0	0.814583917	-9.451617187																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	SCOC_HUMAN	Short coiled-coil protein	4bwdB	chain B	4bwdAB	SCOC_HUMAN - SCOC_HUMAN	-10.692	-28.5	52	56	92.86%	adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	1.5	0.155960467	1.392857143	0.217230651	-2.322630116																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	MYPT1_HUMAN	Protein phosphatase 1 regulatory subunit 12A	5huzB	chain B	5huzAB	MYPT1_HUMAN - MYPT1_HUMAN	-15.105	-12.668	38	44	86.36%	adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	1.0	0.265027401	0.863636364	0.2288873	-3.457342673																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	KGP1_HUMAN	cGMP-dependent protein kinase 1	3nmdB	chain B	3nmdAB	KGP1_HUMAN - KGP1_HUMAN	-7.704	-26.174	49	52	94.23%	No expression data available	1.5	0.067167516	1.413461538	0.0949387	-0.731407746																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	NUP54_HUMAN	Nucleoporin p54	4jnuA	chain A	4jnuAD	NUP54_HUMAN - NUP54_HUMAN	-10.191	-17.834	39	40	97.50%	adrenal gland, bone marrow, bronchus, caudate, cerebellum, cerebral cortex, colon, endometrium 2, epididymis, esophagus, fallopian tube, hippocampus, kidney, nasopharynx, ovary, pancreas, parathyroid gland, placenta, rectum, skin 2, spleen, stomach 1, stomach 2, testis, tonsil, urinary bladder, vagina	1.0	0.175932169	0.975	0.171533865	-1.748101614																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	RFIP3_HUMAN	Rab11 family-interacting protein 3	2d7cC	chain C	2d7cCD	RFIP3_HUMAN - RFIP3_HUMAN	-10.676	-15.072	38	38	100.00%	adrenal gland, appendix, bone marrow, breast, bronchus, cervix, uterine, colon, duodenum, endometrium 2, epididymis, fallopian tube, gallbladder, kidney, liver, nasopharynx, oral mucosa, parathyroid gland, prostate, rectum, seminal vesicle, small intestine, smooth muscle, testis, thyroid gland, tonsil, urinary bladder	1.0	0.327055123	1.0	0.327055123	-3.491640488																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	TLR3_HUMAN	Toll-like receptor 3	2mkaC	chain C	2mkaAC	TLR3_HUMAN - TLR3_HUMAN	-8.764	-6.563	22	22	100.00%	No expression data available	0.5	0.162465063	0.5	0.081232531	-0.711921904																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	BST2_HUMAN	Bone marrow stromal antigen 2	2x7aC	chain C	2x7aCD	BST2_HUMAN - BST2_HUMAN	-14.024	-16.157	45	49	91.84%	adrenal gland, appendix, bone marrow, breast, cerebellum, cerebral cortex, colon, duodenum, endometrium 1, endometrium 2, epididymis, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	1.0	0.142951853	0.918367347	0.131282314	-1.841103168																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	VIME_HUMAN	Vimentin	3g1eB	chain B	3g1eAB	VIME_HUMAN - VIME_HUMAN	-6.539	-17.106	32	32	100.00%	No expression data available	1.0	0.167576921	1.0	0.167576921	-1.095785486																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	GEMI_HUMAN	Geminin	1t6fB	chain B	1t6fAB	GEMI_HUMAN - GEMI_HUMAN	-10.202	-21.369	37	37	100.00%	No expression data available	1.0	0.492108424	1.0	0.492108424	-5.020490138																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	TLR3_HUMAN	Toll-like receptor 3	2mkaB	chain B	2mkaAB	TLR3_HUMAN - TLR3_HUMAN	-13.434	-4.572	28	29	96.55%	No expression data available	0.5	0.0	0.482758621	0	0																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	NUP54_HUMAN	Nucleoporin p54	4jnvC	chain C	4jnvBC	NUP54_HUMAN - NUP54_HUMAN	-12.161	-13.013	30	30	100.00%	adrenal gland, bone marrow, bronchus, caudate, cerebellum, cerebral cortex, colon, endometrium 2, epididymis, esophagus, fallopian tube, hippocampus, kidney, nasopharynx, ovary, pancreas, parathyroid gland, placenta, rectum, skin 2, spleen, stomach 1, stomach 2, testis, tonsil, urinary bladder, vagina	1.0	0.162465063	1.0	0.162465063	-1.975737626																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	NUP54_HUMAN	Nucleoporin p54	4jnuD	chain D	4jnuAD	NUP54_HUMAN - NUP54_HUMAN	-9.825	-17.834	35	36	97.22%	adrenal gland, bone marrow, bronchus, caudate, cerebellum, cerebral cortex, colon, endometrium 2, epididymis, esophagus, fallopian tube, hippocampus, kidney, nasopharynx, ovary, pancreas, parathyroid gland, placenta, rectum, skin 2, spleen, stomach 1, stomach 2, testis, tonsil, urinary bladder, vagina	1.0	0.175932169	0.972222222	0.171045164	-1.680518738																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	GABR1_HUMAN	Gamma-aminobutyric acid type B receptor subunit 1	4pasA	chain A	4pasAB	GABR1_HUMAN - GABR2_HUMAN	-6.2	-21.342	36	36	100.00%	No expression data available	1.0	0.576074139	1.0	0.576074139	-3.57165966																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	RFIP2_HUMAN	Rab11 family-interacting protein 2	2gzdD	chain D	2gzdCD	RFIP2_HUMAN - RFIP2_HUMAN	-13.994	-17.266	30	34	88.24%	adrenal gland, appendix, breast, bronchus, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder	1.0	0.485670818	0.882352941	0.428533075	-5.99689185																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	CTIP_HUMAN	DNA endonuclease RBBP8	4d2hA	chain A	4d2hAC	CTIP_HUMAN - CTIP_HUMAN	-7.174	-12.449	19	19	100.00%	adrenal gland, appendix, bone marrow, breast, bronchus, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, kidney, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	0.5	0.162465063	0.5	0.081232531	-0.582762179																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	P73_HUMAN	Tumor protein p73	2wqjV	chain V	2wqjUV	P73_HUMAN - P73_HUMAN	-12.543	-23.321	21	28	75.00%	No expression data available	0.5	0.56350167	0.375	0.211313126	-2.650500544																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	TSC1_HUMAN	Hamartin	4z6yF	chain F	4z6yCF	TSC1_HUMAN - TSC1_HUMAN	-12.808	-13.981	29	29	100.00%	No expression data available	0.5	0.589385911	0.5	0.294692955	-3.774427374																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	NDUB2_HUMAN	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial	5xtcY	chain Y	5xtcYv	NDUB2_HUMAN - NDUB7_HUMAN	-5.536	-6.692	31	31	100.00%	adrenal gland, appendix, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	1.0	0.0	1.0	0	0																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	MYC_HUMAN	Myc proto-oncogene protein	1a93A	chain A	1a93AB	MYC_HUMAN - MAX_MOUSE	-10.62	-12.155	32	32	100.00%	No expression data available	1.0	0.223675101	1.0	0.223675101	-2.375429572																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	NCOR2_HUMAN	Nuclear receptor corepressor 2	2l5gB	chain B	2l5gAB	NCOR2_HUMAN - GPS2_HUMAN	-7.025	-12.421	33	35	94.29%	adrenal gland, appendix, bone marrow, breast, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, lung, nasopharynx, ovary, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	1.0	0.358187832	0.942857143	0.337719955	-2.372482687																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	EMAL4_HUMAN	Echinoderm microtubule-associated protein-like 4	4cgcC	chain C	4cgcAC	EMAL4_HUMAN - EMAL4_HUMAN	-10.985	-5.808	26	26	100.00%	No expression data available	0.5	0.149278827	0.5	0.074639413	-0.819913956																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	VAMP2_HUMAN	Vesicle-associated membrane protein 2	3rk2A	chain A	3rk2AB	VAMP2_HUMAN - STX1A_RAT	-7.56	-15.813	43	44	97.73%	No expression data available	1.0	0.069266327	0.977272727	0.067692092	-0.511752219																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	HNRPC_HUMAN	Heterogeneous nuclear ribonucleoproteins C1/C2	1txpB	chain B	1txpAB	HNRPC_HUMAN - HNRPC_HUMAN	-10.387	-7.37	25	27	92.59%	No expression data available	0.5	0.0	0.462962963	0	0																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	KCNQ1_HUMAN	Potassium voltage-gated channel subfamily KQT member 1	3hfeC	chain C	3hfeBC	KCNQ1_HUMAN - KCNQ1_HUMAN	-7.081	-6.117	24	24	100.00%	No expression data available	0.5	0.41254231	0.5	0.206271155	-1.460606048																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	RM42_HUMAN	39S ribosomal protein L42, mitochondrial	3j7ya	chain a	3j7yTa	RM42_HUMAN - RM22_HUMAN	-11.112	-4.947	16	19	84.21%	adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	0.5	0.031303809	0.421052632	0.013180551	-0.146462286																																																																																	
3nwaD	HUMAN HERPESVIRUS 1	ENVELOPE GLYCOPROTEIN B	BRMS1_HUMAN	Breast cancer metastasis-suppressor 1	4auvD	chain D	4auvDE	BRMS1_HUMAN - BRMS1_HUMAN	-6.995	-5.273	15	15	100.00%	adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	0.5	0.0	0.5	0	0																																																																																	
