Microbe Protein PDB	Microbial Organism	Microbial Protein Name	Human protein	Human protein Name	Human protein PDB	Template interface	Mimicked/disrupted human PPI	I_SC for modeled HMI	I_SC for template PPI	# of aligned residues 	Length of template interface	%Match	Human Protein Tissue Expression	Weight	Probability of being a biological interface	Score1	Score2	Score3
6n41A	INFLUENZA A VIRUS	HEMAGGLUTININ	SNF5_HUMAN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1	5l7aC	5l7aAC	SNF5_HUMAN - SNF5_HUMAN	-5.663	-6.352	17	18	94.44%	No expression data available	0.5	0.162465063	0.472222222	0.076719613	-0.434463168
6n41A	INFLUENZA A VIRUS	HEMAGGLUTININ	RABE1_HUMAN	Rab GTPase-binding effector protein 1	4n3yB	4n3yBC	RABE1_HUMAN - RABE1_HUMAN	-14.584	-35.549	61	79	77.22%	No expression data available	1.5	0.767332418	1.158227848	0.888745775	-12.96146838
6n41A	INFLUENZA A VIRUS	HEMAGGLUTININ	K2C5_HUMAN	"Keratin, type II cytoskeletal 5"	3tnuB	3tnuAB	K2C5_HUMAN - K1C14_HUMAN	-6.691	-45.733	64	90	71.11%	No expression data available	2	0.791082343	1.422222222	1.125094888	-7.528009899
6n41A	INFLUENZA A VIRUS	HEMAGGLUTININ	NEMO_HUMAN	NF-kappa-B essential modulator	3brvB	3brvAB	NEMO_HUMAN - IKKB_HUMAN	-9.041	-9.087	38	39	97.44%	No expression data available	1	0	0.974358974	0	0
6n41A	INFLUENZA A VIRUS	HEMAGGLUTININ	VIME_HUMAN	Vimentin	3trtB	3trtAB	VIME_HUMAN - VIME_HUMAN	-5.291	-29.395	63	73	86.30%	No expression data available	1.5	0.029325764	1.294520548	0.037962804	-0.200861198
6n41A	INFLUENZA A VIRUS	HEMAGGLUTININ	MD1L1_HUMAN	Mitotic spindle assembly checkpoint protein MAD1	1go4F	1go4EF	MD1L1_HUMAN - MD1L1_HUMAN	-5.708	-21.955	38	58	65.52%	No expression data available	1.5	0.621781956	0.982758621	0.611061578	-3.487939487
6n41A	INFLUENZA A VIRUS	HEMAGGLUTININ	RABE1_HUMAN	Rab GTPase-binding effector protein 1	1tu3G	1tu3FG	RABE1_HUMAN - RABE1_HUMAN	-5.154	-23.487	44	46	95.65%	No expression data available	1	0.706160094	0.956521739	0.675457481	-3.481307858
6n41A	INFLUENZA A VIRUS	HEMAGGLUTININ	NUP54_HUMAN	Nucleoporin p54	4jnuD	4jnuBD	NUP54_HUMAN - NUP54_HUMAN	-6.477	-10.261	36	38	94.74%	"adrenal gland, bone marrow, bronchus, caudate, cerebellum, cerebral cortex, colon, endometrium 2, epididymis, esophagus, fallopian tube, hippocampus, kidney, nasopharynx, ovary, pancreas, parathyroid gland, placenta, rectum, skin 2, spleen, stomach 1, stomach 2, testis, tonsil, urinary bladder, vagina"	1	0.162465063	0.947368421	0.15391427	-0.996902726
6n41A	INFLUENZA A VIRUS	HEMAGGLUTININ	KCNQ1_HUMAN	Potassium voltage-gated channel subfamily KQT member 1	3bj4B	3bj4AB	KCNQ1_HUMAN - KCNQ1_HUMAN	-6.779	-14.446	35	35	100.00%	No expression data available	1	0.254243896	1	0.254243896	-1.723519369
6n41A	INFLUENZA A VIRUS	HEMAGGLUTININ	ITA2B_HUMAN	Integrin alpha-IIb	2k9jA	2k9jAB	ITA2B_HUMAN - ITB3_HUMAN	-7.49	-9.776	36	36	100.00%	No expression data available	1	0	1	0	0
6n41A	INFLUENZA A VIRUS	HEMAGGLUTININ	BST2_HUMAN	Bone marrow stromal antigen 2	2x7aD	2x7aCD	BST2_HUMAN - BST2_HUMAN	-7.238	-16.157	46	46	100.00%	"adrenal gland, appendix, bone marrow, breast, cerebellum, cerebral cortex, colon, duodenum, endometrium 1, endometrium 2, epididymis, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.142951853	1	0.142951853	-1.03468551
6n41A	INFLUENZA A VIRUS	HEMAGGLUTININ	NUP54_HUMAN	Nucleoporin p54	4jnuD	4jnuAD	NUP54_HUMAN - NUP54_HUMAN	-6.516	-17.834	36	36	100.00%	"adrenal gland, bone marrow, bronchus, caudate, cerebellum, cerebral cortex, colon, endometrium 2, epididymis, esophagus, fallopian tube, hippocampus, kidney, nasopharynx, ovary, pancreas, parathyroid gland, placenta, rectum, skin 2, spleen, stomach 1, stomach 2, testis, tonsil, urinary bladder, vagina"	1	0.175932169	1	0.175932169	-1.146374012
6n41A	INFLUENZA A VIRUS	HEMAGGLUTININ	CTIP_HUMAN	DNA endonuclease RBBP8	4d2hA	4d2hAC	CTIP_HUMAN - CTIP_HUMAN	-5.498	-12.449	19	19	100.00%	"adrenal gland, appendix, bone marrow, breast, bronchus, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, kidney, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0.162465063	0.5	0.081232531	-0.446616457
6n41A	INFLUENZA A VIRUS	HEMAGGLUTININ	NUP54_HUMAN	Nucleoporin p54	4jo9A	4jo9AC	NUP54_HUMAN - NUP54_HUMAN	-5.124	-3.319	20	20	100.00%	"adrenal gland, bone marrow, bronchus, caudate, cerebellum, cerebral cortex, colon, endometrium 2, epididymis, esophagus, fallopian tube, hippocampus, kidney, nasopharynx, ovary, pancreas, parathyroid gland, placenta, rectum, skin 2, spleen, stomach 1, stomach 2, testis, tonsil, urinary bladder, vagina"	0.5	0.162465063	0.5	0.081232531	-0.41623549
6n41A	INFLUENZA A VIRUS	HEMAGGLUTININ	TYOBP_HUMAN	TYRO protein tyrosine kinase-binding protein	2l34B	2l34AB	TYOBP_HUMAN - TYOBP_HUMAN	-9.818	-8.775	29	33	87.88%	No expression data available	1	0	0.878787879	0	0
6n41A	INFLUENZA A VIRUS	HEMAGGLUTININ	JUN_HUMAN	Transcription factor AP-1	1junB	1junAB	JUN_HUMAN - JUN_HUMAN	-5.125	-16.578	37	37	100.00%	No expression data available	1	0.32959884	1	0.32959884	-1.689194056
6n41A	INFLUENZA A VIRUS	HEMAGGLUTININ	GCC2_HUMAN	GRIP and coiled-coil domain-containing protein 2	3bbpE	3bbpDE	GCC2_HUMAN - GCC2_HUMAN	-6.639	-18.323	38	38	100.00%	No expression data available	1	0.12205309	1	0.12205309	-0.810310468
6n41A	INFLUENZA A VIRUS	HEMAGGLUTININ	NTRK1_HUMAN	High affinity nerve growth factor receptor	2n90A	2n90AB	NTRK1_HUMAN - NTRK1_HUMAN	-6.754	-4.477	27	30	90.00%	"adrenal gland, appendix, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, nasopharynx, oral mucosa, ovary, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 2, small intestine, smooth muscle, stomach 1, stomach 2, testis, thyroid gland, urinary bladder, vagina"	1	0	0.9	0	0
6n41A	INFLUENZA A VIRUS	HEMAGGLUTININ	CAC1C_HUMAN	Voltage-dependent L-type calcium channel subunit alpha-1C	3g43E	3g43EF	CAC1C_HUMAN - CAC1C_HUMAN	-5.485	-10.749	33	33	100.00%	No expression data available	1	0.162465063	1	0.162465063	-0.891120868
6n41A	INFLUENZA A VIRUS	HEMAGGLUTININ	PEX5_HUMAN	Peroxisomal targeting signal 1 receptor	2w84B	2w84AB	PEX5_HUMAN - PEX14_HUMAN	-5.898	-3.846	28	32	87.50%	No expression data available	1	0.475010794	0.875	0.415634445	-2.451411958
6n41A	INFLUENZA A VIRUS	HEMAGGLUTININ	UBAP1_HUMAN	Ubiquitin-associated protein 1	5lm1B	5lm1AB	UBAP1_HUMAN - PTN23_HUMAN	-5.49	-11.682	39	46	84.78%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.557554565	0.847826087	0.472709305	-2.595174085
6n41A	INFLUENZA A VIRUS	HEMAGGLUTININ	BRK1_HUMAN	Protein BRICK1	3p8cE	3p8cDE	BRK1_HUMAN - WASF1_HUMAN	-6.356	-23.78	59	73	80.82%	No expression data available	1.5	0.273561001	1.212328767	0.331645871	-2.107941154
3ubjA	INFLUENZA A VIRUS	HEMAGGLUTININ HA1	S6B2B6_HUMAN	S6B2B6_HUMAN	5w6gH	5w6gAH	S6B2B6_HUMAN - A7UPX0_9INFA	-6.257	-6.524	31	31	100.00%	No expression data available	1	6.02910387909e-05	1	6.02910387909e-05	-0.000377241
4yylA	INFLUENZA A VIRUS (STRAIN A/PUERTO RICO/8/193	POLYMERASE ACIDIC PROTEIN	CIP2A_HUMAN	Protein CIP2A	5uflB	5uflAB	CIP2A_HUMAN - CIP2A_HUMAN	-6.215	-19.09	41	46	89.13%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.99895305	0.891304348	0.890371197	-5.533656987
4yylA	INFLUENZA A VIRUS (STRAIN A/PUERTO RICO/8/193	POLYMERASE ACIDIC PROTEIN	KLOTB_HUMAN	Beta-klotho	5wi9A	5wi9AB	KLOTB_HUMAN - KLOTB_HUMAN	-5.716	-6.38	26	34	76.47%	No expression data available	1	0.078403832	0.764705882	0.059955871	-0.34270776
4yylA	INFLUENZA A VIRUS (STRAIN A/PUERTO RICO/8/193	POLYMERASE ACIDIC PROTEIN	QPCT_HUMAN	Glutaminyl-peptide cyclotransferase	3pbbA	3pbbAB	QPCT_HUMAN - QPCT_HUMAN	-5.749	-5.021	20	33	60.61%	No expression data available	1	0.162465063	0.606060606	0.098463674	-0.566067664
4yylA	INFLUENZA A VIRUS (STRAIN A/PUERTO RICO/8/193	POLYMERASE ACIDIC PROTEIN	PH4H_HUMAN	Phenylalanine-4-hydroxylase	2pahA	2pahAB	PH4H_HUMAN - PH4H_HUMAN	-6.889	-8.662	24	27	88.89%	No expression data available	0.5	0.209159365	0.444444444	0.092959718	-0.640399496
4yylA	INFLUENZA A VIRUS (STRAIN A/PUERTO RICO/8/193	POLYMERASE ACIDIC PROTEIN	NR1H2_HUMAN	Oxysterols receptor LXR-beta	5hjpB	5hjpAB	NR1H2_HUMAN - RXRB_HUMAN	-5.152	-9.982	47	48	97.92%	No expression data available	1	0.686623869	0.979166667	0.672319205	-3.463788543
4yylA	INFLUENZA A VIRUS (STRAIN A/PUERTO RICO/8/193	POLYMERASE ACIDIC PROTEIN	VINC_HUMAN	Vinculin	1ydiA	1ydiAB	VINC_HUMAN - ACTN4_HUMAN	-7.471	-27.987	24	24	100.00%	No expression data available	0.5	0.925734845	0.5	0.462867422	-3.458082513
4yylA	INFLUENZA A VIRUS (STRAIN A/PUERTO RICO/8/193	POLYMERASE ACIDIC PROTEIN	PLK1_HUMAN	Serine/threonine-protein kinase PLK1	5j19A	5j19AB	PLK1_HUMAN - PLK1_HUMAN	-6.517	-9.102	30	34	88.24%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.578145195	0.882352941	0.510128113	-3.324504915
4yylA	INFLUENZA A VIRUS (STRAIN A/PUERTO RICO/8/193	POLYMERASE ACIDIC PROTEIN	BRCA1_HUMAN	Breast cancer type 1 susceptibility protein	3cojB	3cojAB	BRCA1_HUMAN - BRCA1_HUMAN	-5.323	-8.751	23	26	88.46%	No expression data available	0.5	0.000494326	0.442307692	0.000218644	-0.001163844
4yylA	INFLUENZA A VIRUS (STRAIN A/PUERTO RICO/8/193	POLYMERASE ACIDIC PROTEIN	RB11B_HUMAN	Ras-related protein Rab-11B	4ojkA	4ojkAC	RB11B_HUMAN - KGP2_RAT	-6.139	-12.578	25	32	78.13%	No expression data available	1	0.126606637	0.78125	0.098911435	-0.607217299
4yylA	INFLUENZA A VIRUS (STRAIN A/PUERTO RICO/8/193	POLYMERASE ACIDIC PROTEIN	APC7_HUMAN	Anaphase-promoting complex subunit 7	3fflC	3fflAC	APC7_HUMAN - APC7_HUMAN	-7.013	-11.098	29	30	96.67%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.178591079	0.966666667	0.172638043	-1.210710599
4yylA	INFLUENZA A VIRUS (STRAIN A/PUERTO RICO/8/193	POLYMERASE ACIDIC PROTEIN	APBB1_HUMAN	Amyloid-beta A4 precursor protein-binding family B member 1	5nqhA	5nqhAB	APBB1_HUMAN - APBB1_HUMAN	-9.042	-11.684	34	47	72.34%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.373681337	0.723404255	0.27032267	-2.444257578
4yylA	INFLUENZA A VIRUS (STRAIN A/PUERTO RICO/8/193	POLYMERASE ACIDIC PROTEIN	SRP72_HUMAN	Signal recognition particle subunit SRP72	5wrwB	5wrwAB	SRP72_HUMAN - SRP72_HUMAN	-6.343	-10.063	19	29	65.52%	"adrenal gland, appendix, bone marrow, breast, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0.055292972	0.327586207	0.018113215	-0.114892123
4yylA	INFLUENZA A VIRUS (STRAIN A/PUERTO RICO/8/193	POLYMERASE ACIDIC PROTEIN	C1QBP_HUMAN	"Complement component 1 Q subcomponent-binding protein, mitochondrial"	3rpxC	3rpxAC	C1QBP_HUMAN - C1QBP_HUMAN	-7.68	-17.223	26	32	81.25%	No expression data available	1	0.910506195	0.8125	0.739786283	-5.681558654
4yylA	INFLUENZA A VIRUS (STRAIN A/PUERTO RICO/8/193	POLYMERASE ACIDIC PROTEIN	NR1H4_HUMAN	Bile acid receptor	4wvdB	4wvdAB	NR1H4_HUMAN - NR1H4_HUMAN	-5.282	-6.381	18	20	90.00%	No expression data available	0.5	0.265027401	0.45	0.11926233	-0.629943628
4yylA	INFLUENZA A VIRUS (STRAIN A/PUERTO RICO/8/193	POLYMERASE ACIDIC PROTEIN	IL15_HUMAN	Interleukin-15	2z3rG	2z3rGK	IL15_HUMAN - IL15_HUMAN	-7.418	-13.016	35	41	85.37%	"adrenal gland, bone marrow, breast, caudate, cerebral cortex, cervix, uterine, colon, duodenum, epididymis, esophagus, fallopian tube, gallbladder, hippocampus, kidney, liver, lung, lymph node, oral mucosa, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skin 1, skin 2, small intestine, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.120041694	0.853658537	0.102474616	-0.760156705
4yylA	INFLUENZA A VIRUS (STRAIN A/PUERTO RICO/8/193	POLYMERASE ACIDIC PROTEIN	MDM2_HUMAN	E3 ubiquitin-protein ligase Mdm2	5hmhB	5hmhAB	MDM2_HUMAN - MDM2_HUMAN	-5.805	-4.613	26	28	92.86%	No expression data available	0.5	0	0.464285714	0	0
4yylA	INFLUENZA A VIRUS (STRAIN A/PUERTO RICO/8/193	POLYMERASE ACIDIC PROTEIN	MDM2_HUMAN	E3 ubiquitin-protein ligase Mdm2	4zycB	4zycAB	MDM2_HUMAN - MDM2_HUMAN	-7.115	-8.352	24	27	88.89%	No expression data available	0.5	0	0.444444444	0	0
4yylA	INFLUENZA A VIRUS (STRAIN A/PUERTO RICO/8/193	POLYMERASE ACIDIC PROTEIN	LYRM4_HUMAN	LYR motif-containing protein 4	5usrB	5usrBK	LYRM4_HUMAN - ACP_ECOLI	-5.695	-9.179	25	25	100.00%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, lung, lymph node, nasopharynx, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0.194095986	0.5	0.097047993	-0.552688319
4yylA	INFLUENZA A VIRUS (STRAIN A/PUERTO RICO/8/193	POLYMERASE ACIDIC PROTEIN	CHM4B_HUMAN	Charged multivesicular body protein 4b	4abmD	4abmBD	CHM4B_HUMAN - CHM4B_HUMAN	-5.107	-6.915	32	36	88.89%	No expression data available	1	0.162465063	0.888888889	0.144413389	-0.737519177
4yylA	INFLUENZA A VIRUS (STRAIN A/PUERTO RICO/8/193	POLYMERASE ACIDIC PROTEIN	GGA3_HUMAN	ADP-ribosylation factor-binding protein GGA3	1wr6B	1wr6AB	GGA3_HUMAN - GGA3_HUMAN	-5.685	-8.759	24	30	80.00%	"adrenal gland, appendix, bone marrow, breast, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.323002292	0.8	0.258401834	-1.469014425
4yylA	INFLUENZA A VIRUS (STRAIN A/PUERTO RICO/8/193	POLYMERASE ACIDIC PROTEIN	CEBPB_HUMAN	CCAAT/enhancer-binding protein beta	1h88A	1h88AB	CEBPB_HUMAN - CEBPB_HUMAN	-11.409	-18.038	25	44	56.82%	No expression data available	1	0.415689296	0.568181818	0.2361871	-2.694658623
4yylA	INFLUENZA A VIRUS (STRAIN A/PUERTO RICO/8/193	POLYMERASE ACIDIC PROTEIN	CEBPB_HUMAN	CCAAT/enhancer-binding protein beta	1h88B	1h88AB	CEBPB_HUMAN - CEBPB_HUMAN	-10.443	-18.038	25	43	58.14%	No expression data available	1	0.415689296	0.581395349	0.241679823	-2.523862393
4yylA	INFLUENZA A VIRUS (STRAIN A/PUERTO RICO/8/193	POLYMERASE ACIDIC PROTEIN	JUN_HUMAN	Transcription factor AP-1	1jnmB	1jnmAB	JUN_HUMAN - JUN_HUMAN	-9.248	-20.025	25	40	62.50%	No expression data available	1	0.445811705	0.625	0.278632315	-2.576791652
4yylA	INFLUENZA A VIRUS (STRAIN A/PUERTO RICO/8/193	POLYMERASE ACIDIC PROTEIN	CREB1_HUMAN	Cyclic AMP-responsive element-binding protein 1	5zkoC	5zkoAC	CREB1_HUMAN - CREB1_HUMAN	-8.237	-18.829	25	37	67.57%	No expression data available	1	0.068354302	0.675675676	0.046185339	-0.380428638
4yylA	INFLUENZA A VIRUS (STRAIN A/PUERTO RICO/8/193	POLYMERASE ACIDIC PROTEIN	ATF4_HUMAN	Cyclic AMP-dependent transcription factor ATF-4	1ci6A	1ci6AB	ATF4_HUMAN - CEBPB_MOUSE	-7.281	-20.884	25	42	59.52%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, urinary bladder, vagina"	1	0.210357134	0.595238095	0.12521258	-0.911672793
4yylA	INFLUENZA A VIRUS (STRAIN A/PUERTO RICO/8/193	POLYMERASE ACIDIC PROTEIN	BAP31_HUMAN	B-cell receptor-associated protein 31	4jzpB	4jzpAB	BAP31_HUMAN - BAP31_HUMAN	-10.316	-23.841	25	42	59.52%	No expression data available	1	0.975792773	0.595238095	0.580829031	-5.991832286
4yylA	INFLUENZA A VIRUS (STRAIN A/PUERTO RICO/8/193	POLYMERASE ACIDIC PROTEIN	GRP1_HUMAN	RAS guanyl-releasing protein 1	4l9uB	4l9uAB	GRP1_HUMAN - GRP1_HUMAN	-8.735	-20.211	25	42	59.52%	No expression data available	1	0.781480089	0.595238095	0.465166719	-4.063231294
4yylA	INFLUENZA A VIRUS (STRAIN A/PUERTO RICO/8/193	POLYMERASE ACIDIC PROTEIN	TBK1_HUMAN	Serine/threonine-protein kinase TBK1	5ep6B	5ep6BC	TBK1_HUMAN - AZI2_HUMAN	-5.258	-12.548	25	35	71.43%	No expression data available	1	0.493264034	0.714285714	0.352331453	-1.852558778
4yylA	INFLUENZA A VIRUS (STRAIN A/PUERTO RICO/8/193	POLYMERASE ACIDIC PROTEIN	VGFR2_HUMAN	Vascular endothelial growth factor receptor 2	2m59B	2m59AB	VGFR2_HUMAN - VGFR2_HUMAN	-5.137	-10.954	25	32	78.13%	No expression data available	1	0	0.78125	0	0
6lxiA	INFLUENZA A VIRUS (STRAIN A/BREVI	NEURAMINIDASE	HIRA_HUMAN	Protein HIRA	5yjeB	5yjeAB	HIRA_HUMAN - HIRA_HUMAN	-6.513	-23.816	57	65	87.69%	No expression data available	1.5	0.738145369	1.315384615	0.970945062	-6.323765189
6lxiA	INFLUENZA A VIRUS (STRAIN A/BREVI	NEURAMINIDASE	PKHB2_HUMAN	Pleckstrin homology domain-containing family B member 2	3aj4B	3aj4AB	PKHB2_HUMAN - PKHB2_HUMAN	-6.174	-12.287	30	34	88.24%	"appendix, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, fallopian tube, gallbladder, hippocampus, kidney, lung, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skin 1, small intestine, stomach 1, stomach 2, testis, thyroid gland, tonsil"	1	0.142148283	0.882352941	0.125424956	-0.774373676
4mk1A	INFLUENZA A VIRU	POLYMERASE PA	KLOTB_HUMAN	Beta-klotho	5wi9A	5wi9AB	KLOTB_HUMAN - KLOTB_HUMAN	-5.395	-6.38	26	34	76.47%	No expression data available	1	0.078403832	0.764705882	0.059955871	-0.323461925
4mk1A	INFLUENZA A VIRU	POLYMERASE PA	DCAF1_HUMAN	DDB1- and CUL4-associated factor 1	4z8lA	4z8lAB	DCAF1_HUMAN - Q7ZB17_SIV	-5.445	-23.476	42	58	72.41%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1.5	0.710076007	1.086206897	0.771289455	-4.199671085
4mk1A	INFLUENZA A VIRU	POLYMERASE PA	PH4H_HUMAN	Phenylalanine-4-hydroxylase	2pahA	2pahAB	PH4H_HUMAN - PH4H_HUMAN	-5.878	-8.662	24	27	88.89%	No expression data available	0.5	0.209159365	0.444444444	0.092959718	-0.546417222
4mk1A	INFLUENZA A VIRU	POLYMERASE PA	RB11B_HUMAN	Ras-related protein Rab-11B	4ojkA	4ojkAC	RB11B_HUMAN - KGP2_RAT	-7.308	-12.578	25	32	78.13%	No expression data available	1	0.126606637	0.78125	0.098911435	-0.722844766
4mk1A	INFLUENZA A VIRU	POLYMERASE PA	C1QBP_HUMAN	"Complement component 1 Q subcomponent-binding protein, mitochondrial"	3rpxA	3rpxAB	C1QBP_HUMAN - C1QBP_HUMAN	-9.004	-16.661	25	29	86.21%	No expression data available	0.5	0.82681418	0.431034483	0.356385422	-3.208894343
4mk1A	INFLUENZA A VIRU	POLYMERASE PA	C1QBP_HUMAN	"Complement component 1 Q subcomponent-binding protein, mitochondrial"	3rpxC	3rpxAC	C1QBP_HUMAN - C1QBP_HUMAN	-6.968	-17.223	26	32	81.25%	No expression data available	1	0.910506195	0.8125	0.739786283	-5.154830821
