Microbe Protein PDB	Microbial Organism	Microbial Protein Name	Human protein	Human protein Name	Human protein PDB	Template interface	Mimicked/disrupted human PPI	I_SC for modeled HMI	I_SC for template PPI	# of aligned residues 	Length of template interface	%Match	Human Protein Tissue Expression	Weight	Probability of being a biological interface	Score1	Score2	Score3	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	MTOR_HUMAN	Serine/threonine-protein kinase mTOR	4drhE	4drhBE	MTOR_HUMAN - MTOR_HUMAN	-8.487	-10.756	32	38	84.21%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, soft tissue 1, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.837381216	0.842105263	0.705163129	-5.984719478	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	CHMP3_HUMAN	Charged multivesicular body protein 3	2gd5B	2gd5AB	CHMP3_HUMAN - CHMP3_HUMAN	-9.585	-21.686	48	78	61.54%	No expression data available	1.5	0.986154703	0.923076923	0.910296649	-8.725193381	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	CALM1_HUMAN	Calmodulin-1	5v7xB	5v7xAB	CALM1_HUMAN - MYO1B_RAT	-14.392	-27.592	31	42	73.81%	No expression data available	1	0.918037486	0.738095238	0.677599097	-9.7520062	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	SHRPN_HUMAN	Sharpin	4emoC	4emoBC	SHRPN_HUMAN - SHRPN_HUMAN	-5.425	-16.166	20	37	54.05%	"adrenal gland, appendix, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.281027656	0.540540541	0.151906841	-0.824094612	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	MDM2_HUMAN	E3 ubiquitin-protein ligase Mdm2	3lblE	3lblAE	MDM2_HUMAN - MDM2_HUMAN	-5.076	-10.121	19	32	59.38%	No expression data available	1	0.004693574	0.59375	0.00278681	-0.014145846	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	FADD_HUMAN	FAS-associated death domain protein	3ezqB	3ezqAB	FADD_HUMAN - TNR6_HUMAN	-7.943	-17.151	33	51	64.71%	No expression data available	1.5	0.089912757	0.970588235	0.087268264	-0.69317182	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	EEA1_HUMAN	Early endosome antigen 1	1jocA	1jocAB	EEA1_HUMAN - EEA1_HUMAN	-11.347	-39.781	49	76	64.47%	No expression data available	1.5	0.483536503	0.967105263	0.467630697	-5.306205519	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	LTOR5_HUMAN	Ragulator complex protein LAMTOR5	5x6uC	5x6uCE	LTOR5_HUMAN - LTOR1_HUMAN	-6.154	-17.892	28	28	100.00%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0.897684946	0.5	0.448842473	-2.76217658	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	A0A0C4DGV4_HUMAN	A0A0C4DGV4_HUMAN	6b9xE	6b9xAE	A0A0C4DGV4_HUMAN - LTOR1_HUMAN	-5.365	-18.808	26	26	100.00%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0.035353006	0.5	0.017676503	-0.094834438	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	NDUC2_HUMAN	NADH dehydrogenase [ubiquinone] 1 subunit C2	5xtcg	5xtcfg	NDUC2_HUMAN - NDUC1_HUMAN	-7.434	-15.521	31	31	100.00%	"adrenal gland, appendix, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, oral mucosa, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.193999031	1	0.193999031	-1.442188797	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	LTOR5_HUMAN	Ragulator complex protein LAMTOR5	5y39E	5y39AE	LTOR5_HUMAN - LTOR1_HUMAN	-5.659	-12.208	22	23	95.65%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0.723505133	0.47826087	0.346024194	-1.958150913	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	NDEL1_HUMAN	Nuclear distribution protein nudE-like 1	2v66D	2v66CD	NDEL1_HUMAN - NDEL1_HUMAN	-12.753	-21.422	47	75	62.67%	"appendix, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 2, epididymis, esophagus, gallbladder, heart muscle, hippocampus, kidney, nasopharynx, oral mucosa, placenta, rectum, salivary gland, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder"	1.5	0.103920751	0.94	0.097685506	-1.24578326	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	NDEL1_HUMAN	Nuclear distribution protein nudE-like 1	2v66B	2v66BC	NDEL1_HUMAN - NDEL1_HUMAN	-6.535	-22.967	50	75	66.67%	"appendix, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 2, epididymis, esophagus, gallbladder, heart muscle, hippocampus, kidney, nasopharynx, oral mucosa, placenta, rectum, salivary gland, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder"	1.5	0.134940923	1	0.134940923	-0.881838931	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	K2C5_HUMAN	"Keratin, type II cytoskeletal 5"	3tnuB	3tnuAB	K2C5_HUMAN - K1C14_HUMAN	-17.985	-45.733	49	90	54.44%	No expression data available	2	0.791082343	1.088888889	0.861400774	-15.49229292	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	PSIP1_HUMAN	PC4 and SFRS1-interacting protein	5oymF	5oymAF	PSIP1_HUMAN - PSIP1_HUMAN	-7.722	-5.145	29	31	93.55%	No expression data available	1	0.000424402	0.935483871	0.000397021	-0.003065796	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	UBC_HUMAN	Polyubiquitin-C	1yx5B	1yx5AB	UBC_HUMAN - PSMD4_HUMAN	-6.348	-4.065	19	19	100.00%	No expression data available	0.5	0.360847621	0.5	0.18042381	-1.145330349	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	BST2_HUMAN	Bone marrow stromal antigen 2	3mq7G	3mq7GH	BST2_HUMAN - BST2_HUMAN	-19.416	-18.19	49	81	60.49%	"adrenal gland, appendix, bone marrow, breast, cerebellum, cerebral cortex, colon, duodenum, endometrium 1, endometrium 2, epididymis, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	2	0.409877229	1.209876543	0.495900845	-9.628410814	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	RAB3I_HUMAN	Rab-3A-interacting protein	6f6pD	6f6pBD	RAB3I_HUMAN - RAB3I_HUMAN	-5.21	-25.589	48	49	97.96%	No expression data available	1	0.108654808	0.979591837	0.106437363	-0.554538659	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	PSIP1_HUMAN	PC4 and SFRS1-interacting protein	5oymB	5oymBE	PSIP1_HUMAN - PSIP1_HUMAN	-5.929	-5.371	29	31	93.55%	No expression data available	1	0.001296044	0.935483871	0.001212428	-0.007188485	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	BST2_HUMAN	Bone marrow stromal antigen 2	3mq7J	3mq7IJ	BST2_HUMAN - BST2_HUMAN	-19.968	-31.598	49	81	60.49%	"adrenal gland, appendix, bone marrow, breast, cerebellum, cerebral cortex, colon, duodenum, endometrium 1, endometrium 2, epididymis, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	2	0.284982846	1.209876543	0.344794061	-6.884847803	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	BST2_HUMAN	Bone marrow stromal antigen 2	3mq7I	3mq7IJ	BST2_HUMAN - BST2_HUMAN	-16.571	-31.598	47	81	58.02%	"adrenal gland, appendix, bone marrow, breast, cerebellum, cerebral cortex, colon, duodenum, endometrium 1, endometrium 2, epididymis, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	2	0.284982846	1.160493827	0.330720834	-5.480374935	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	TRBP2_HUMAN	RISC-loading complex subunit TARBP2	5zakB	5zakAB	TRBP2_HUMAN - DICER_HUMAN	-5.742	-10.872	25	43	58.14%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.881317816	0.581395349	0.512394079	-2.942166802	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	HIP1_HUMAN	Huntingtin-interacting protein 1	2qa7A	2qa7AB	HIP1_HUMAN - HIP1_HUMAN	-11.546	-34.947	49	70	70.00%	No expression data available	1.5	0.765000842	1.05	0.803250884	-9.274334712	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	TNNI3_HUMAN	"Troponin I, cardiac muscle"	1j1dC	1j1dBC	TNNI3_HUMAN - TNNT2_HUMAN	-9.693	-40.747	48	61	78.69%	No expression data available	1.5	0.993760734	1.180327869	1.172963489	-11.3695351	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	BST2_HUMAN	Bone marrow stromal antigen 2	3mq7A	3mq7AD	BST2_HUMAN - BST2_HUMAN	-9.776	-14.097	39	39	100.00%	"adrenal gland, appendix, bone marrow, breast, cerebellum, cerebral cortex, colon, duodenum, endometrium 1, endometrium 2, epididymis, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.307805524	1	0.307805524	-3.009106803	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	LRRF1_HUMAN	Leucine-rich repeat flightless-interacting protein 1	4h22B	4h22AB	LRRF1_HUMAN - LRRF1_HUMAN	-13.115	-40.59	48	81	59.26%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skin 1, skin 2, small intestine, smooth muscle, spleen, stomach 1, stomach 2, thyroid gland, tonsil, urinary bladder, vagina"	2	0.486370257	1.185185185	0.576438823	-7.559995164	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	NUP58_HUMAN	Nucleoporin p58/p45	4jo7C	4jo7AC	NUP58_HUMAN - NUP58_HUMAN	-10.952	-21.551	43	50	86.00%	"appendix, breast, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, pancreas, parathyroid gland, placenta, rectum, salivary gland, seminal vesicle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1.5	0.148684712	1.29	0.191803279	-2.100629507	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	GCP60_HUMAN	Golgi resident protein GCP60	2n73A	2n73AB	GCP60_HUMAN - PI4KB_HUMAN	-5.684	-17.084	22	29	75.86%	No expression data available	0.5	0.931635327	0.379310345	0.353378917	-2.008605764	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	KCNQ4_HUMAN	Potassium voltage-gated channel subfamily KQT member 4	6b8pG	6b8pAG	KCNQ4_HUMAN - KCNQ4_HUMAN	-8.099	-6.596	17	17	100.00%	No expression data available	0.5	0	0.5	0	0	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	MYC_HUMAN	Myc proto-oncogene protein	5i4zB	5i4zAB	MYC_HUMAN - MYC_HUMAN	-5.519	-39.555	47	65	72.31%	No expression data available	1.5	0.894596129	1.084615385	0.970292725	-5.355045549	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	VIME_HUMAN	Vimentin	1gk4A	1gk4AB	VIME_HUMAN - VIME_HUMAN	-11.617	-44.842	49	79	62.03%	No expression data available	1.5	0.405396647	0.930379747	0.377172829	-4.38161676	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	NEMO_HUMAN	NF-kappa-B essential modulator	4bwnA	4bwnAB	NEMO_HUMAN - NEMO_HUMAN	-6.889	-48.573	48	86	55.81%	No expression data available	2	0.557069135	1.11627907	0.621844616	-4.283887561	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	SNP29_HUMAN	Synaptosomal-associated protein 29	4wy4C	4wy4CD	SNP29_HUMAN - SNP29_HUMAN	-10.903	-30.053	48	65	73.85%	No expression data available	1.5	0.626566154	1.107692308	0.694042509	-7.567145477	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	RABE1_HUMAN	Rab GTPase-binding effector protein 1	4n3yC	4n3yAC	RABE1_HUMAN - RABX5_HUMAN	-8.617	-16.3	35	35	100.00%	No expression data available	1	0.056443806	1	0.056443806	-0.486376276	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	MARE1_HUMAN	Microtubule-associated protein RP/EB family member 1	1wu9B	1wu9AB	MARE1_HUMAN - MARE1_HUMAN	-14.395	-43.735	54	58	93.10%	No expression data available	1.5	0.960706727	1.396551724	1.341676636	-19.31343517	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	SKA2_HUMAN	Spindle and kinetochore-associated protein 2	4aj5Q	4aj51Q	SKA2_HUMAN - SKA3_HUMAN	-5.125	-20.878	49	80	61.25%	No expression data available	2	0.162465063	1.225	0.199019702	-1.019975971	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	MD1L1_HUMAN	Mitotic spindle assembly checkpoint protein MAD1	1go4H	1go4GH	MD1L1_HUMAN - MD1L1_HUMAN	-15.138	-25.707	48	57	84.21%	No expression data available	1.5	0.817783739	1.263157895	1.032989986	-15.63740241	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	STIM1_HUMAN	Stromal interaction molecule 1	4o9bC	4o9bBC	STIM1_HUMAN - STIM1_HUMAN	-8.578	-17.403	48	62	77.42%	No expression data available	1.5	0.129636713	1.161290323	0.150545861	-1.291382393	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	MAX_HUMAN	Protein max	1nkpB	1nkpAB	MAX_HUMAN - MYC_HUMAN	-7.466	-35.197	46	62	74.19%	No expression data available	1.5	0.925868092	1.112903226	1.030401586	-7.692978244	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	MAX_HUMAN	Protein max	1nlwB	1nlwAB	MAX_HUMAN - MAD1_HUMAN	-7.616	-31.333	43	60	71.67%	No expression data available	1.5	0.92830837	1.075	0.997931497	-7.600246284	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	TACC3_HUMAN	Transforming acidic coiled-coil-containing protein 3	5lxnA	5lxnAB	TACC3_HUMAN - TACC3_HUMAN	-10.372	-26.521	48	73	65.75%	No expression data available	1.5	0.057335748	0.98630137	0.056550327	-0.586539988	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	SKA1_HUMAN	Spindle and kinetochore-associated protein 1	4aj5G	4aj51G	SKA1_HUMAN - SKA3_HUMAN	-9.57	-25.946	48	77	62.34%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1.5	0.340026911	0.935064935	0.317947241	-3.042755097	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	HIP1_HUMAN	Huntingtin-interacting protein 1	3i00B	3i00AB	HIP1_HUMAN - HIP1_HUMAN	-6.057	-6.706	28	28	100.00%	No expression data available	0.5	0.032354556	0.5	0.016177278	-0.097985773	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	RABE1_HUMAN	Rab GTPase-binding effector protein 1	4n3zB	4n3zBC	RABE1_HUMAN - RABE1_HUMAN	-12.377	-33.232	53	82	64.63%	No expression data available	2	0.638582634	1.292682927	0.825484868	-10.21702621	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	SKA1_HUMAN	Spindle and kinetochore-associated protein 1	4aj5A	4aj5AV	SKA1_HUMAN - SKA3_HUMAN	-10.693	-27.903	50	80	62.50%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	2	0.494902703	1.25	0.618628378	-6.614993249	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	JIP4_HUMAN	C-Jun-amino-terminal kinase-interacting protein 4	2w83C	2w83CD	JIP4_HUMAN - JIP4_HUMAN	-14.879	-37.407	49	62	79.03%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1.5	0.409162067	1.185483871	0.485055031	-7.217133812	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	HEXI1_HUMAN	Protein HEXIM1	3s9gA	3s9gAB	HEXI1_HUMAN - HEXI1_HUMAN	-8.416	-39.064	48	75	64.00%	No expression data available	1.5	0.710495644	0.96	0.682075818	-5.740350085	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	HEXI1_HUMAN	Protein HEXIM1	3s9gB	3s9gAB	HEXI1_HUMAN - HEXI1_HUMAN	-9.354	-39.064	48	76	63.16%	No expression data available	1.5	0.710495644	0.947368421	0.673101136	-6.296188029	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	MD1L1_HUMAN	Mitotic spindle assembly checkpoint protein MAD1	1go4G	1go4GH	MD1L1_HUMAN - MD1L1_HUMAN	-13.262	-25.707	42	57	73.68%	No expression data available	1.5	0.817783739	1.105263158	0.903866238	-11.98707405	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	CEBPB_HUMAN	CCAAT/enhancer-binding protein beta	1h88A	1h88AB	CEBPB_HUMAN - CEBPB_HUMAN	-13.486	-18.038	44	44	100.00%	No expression data available	1	0.415689296	1	0.415689296	-5.605985844	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	AF10_HUMAN	Protein AF-10	6ckoB	6ckoBD	AF10_HUMAN - F1Q4W7_DANRE	-5.34	-22.206	48	48	100.00%	No expression data available	1	0.081243555	1	0.081243555	-0.433840582	
7nx5E	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	VIME_HUMAN	Vimentin	3kltC	3kltCD	VIME_HUMAN - VIME_HUMAN	-11.947	-11.356	37	37	100.00%	No expression data available	1	0.030935263	1	0.030935263	-0.369583587	
