Microbe Protein PDB	Microbial Organism	Microbial Protein Name	Human protein	Human protein Name	Human protein PDB	Template interface	Mimicked/disrupted human PPI	I_SC for modeled HMI	I_SC for template PPI	# of aligned residues 	Length of template interface	%Match	Human Protein Tissue Expression	Weight	Probability of being a biological interface	Score1	Score2	Score3	Unnamed: 19
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	RL40_HUMAN	Ubiquitin-60S ribosomal protein L40	4jioU	4jioAU	G0VBG6_NAUCC-RL40_HUMAN	-9.802	-6.329	18	18	100	No expression data available	0.5	0.162465063	0.5	0.081232533	-0.796241283	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	RB11A_HUMAN	Ras-related protein Rab-11A	6djlH	6djlBH	3BP5_HUMAN-RB11A_HUMAN	-9.389	-13.501	43	50	86	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, nasopharynx, oral mucosa, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, small intestine, soft tissue 1, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1.5	0.983462504	1.289999962	1.268666625	-11.91151047	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	BIRC5_HUMAN	Baculoviral IAP repeat-containing protein 5	2qfaA	2qfaAC	BIRC5_HUMAN-INCE_HUMAN	-9.375	-19.543	41	41	100	No expression data available	1	0.161813573	1	0.161813572	-1.517002225	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	BCL2_HUMAN	Apoptosis regulator Bcl-2	5vauA	5vauAE	BCL2_HUMAN-BECN1_HUMAN	-9.011	-17.845	20	20	100	No expression data available	0.5	0.719420123	0.5	0.359710068	-3.241347313	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	BAP31_HUMAN	B-cell receptor-associated protein 31	4jzlD	4jzlAD	BAP31_HUMAN-BAP31_HUMAN	-9.011	-34.101	59	62	95.16	No expression data available	1.5	0.767504035	1.427400112	1.095535398	-9.871869087	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	CTIP_HUMAN	DNA endonuclease RBBP8	4d2hA	4d2hAC	CTIP_HUMAN-CTIP_HUMAN	-8.774	-12.449	19	19	100	"adrenal gland, appendix, bone marrow, breast, bronchus, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, kidney, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0.162465063	0.5	0.081232533	-0.712734282	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	LAMB1_HUMAN	Laminin subunit beta-1	5xauB	5xauAB	LAMA5_HUMAN-LAMB1_HUMAN	-8.567	-33.937	48	63	76.19	No expression data available	1.5	0.186359437	1.142850041	0.212980881	-1.824607253	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	FRIL_HUMAN	Ferritin light chain	2fg8H	2fg8DH	FRIL_HUMAN-FRIL_HUMAN	-8.55	-8.668	39	49	79.59	No expression data available	1	0.455732236	0.795899987	0.362717271	-3.101232767	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	STK3_HUMAN	Serine/threonine-protein kinase 3	3wwsD	3wwsCD	STK3_HUMAN-STK3_HUMAN	-8.43	-19.845	36	44	81.82	No expression data available	1	0.971425303	0.818199992	0.794820189	-6.700334549	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	RABX5_HUMAN	Rab5 GDP/GTP exchange factor	4q9uA	4q9uAC	RABX5_HUMAN-RABE1_HUMAN	-8.11	-9.639	51	51	100	No expression data available	1.5	0.044440511	1.5	0.066660769	-0.540618837	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	RB11A_HUMAN	Ras-related protein Rab-11A	6djlA	6djlAC	RB11A_HUMAN-3BP5_HUMAN	-8.087	-14.047	41	50	82	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, nasopharynx, oral mucosa, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, small intestine, soft tissue 1, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1.5	0.992523659	1.230000019	1.220804095	-9.872642517	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	NUP58_HUMAN	Nucleoporin p58/p45	4jq5E	4jq5AE	NUP58_HUMAN-NUP58_HUMAN	-8.034	-8.352	34	38	89.47	"appendix, breast, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, pancreas, parathyroid gland, placenta, rectum, salivary gland, seminal vesicle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.001253979	0.894699991	0.001121935	-0.009013626	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	ABL1_HUMAN	Tyrosine-protein kinase ABL1	3pyyA	3pyyAB	ABL1_HUMAN-ABL1_HUMAN	-7.819	-15.086	32	42	76.19	No expression data available	1	0.512661367	0.761900008	0.390596688	-3.05407548	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	AP4A_HUMAN	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	3u53D	3u53AD	AP4A_HUMAN-AP4A_HUMAN	-7.81	-3.331	25	35	71.43	No expression data available	1	0.298584751	0.714299977	0.213279083	-1.665709615	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	STK4_HUMAN	Serine/threonine-protein kinase 4	4oh8A	4oh8AB	STK4_HUMAN-RASF5_HUMAN	-7.79	-23.65	41	46	89.13	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.814245665	0.891299963	0.725737095	-5.653491974	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	CNTF_HUMAN	Ciliary neurotrophic factor	1cnt3	1cnt23	CNTF_HUMAN-CNTF_HUMAN	-7.624	-11.55	38	42	90.48	No expression data available	1	0.052143703	0.904800057	0.047179628	-0.359697491	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	MYCBP_HUMAN	c-Myc-binding protein	2yy0A	2yy0AB	MYCBP_HUMAN-MYCBP_HUMAN	-7.487	-20.033	37	37	100	No expression data available	1	0.814583917	1	0.814583898	-6.098789692	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	KAT8_HUMAN	Histone acetyltransferase KAT8	2y0mA	2y0mAB	KAT8_HUMAN-MSL1_MOUSE	-7.418	-13.09	25	29	86.21	No expression data available	0.5	0.928034069	0.431050003	0.400029093	-2.96741581	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	FAK2_HUMAN	Protein-tyrosine kinase 2-beta	3u3fC	3u3fAC	FAK2_HUMAN-FAK2_HUMAN	-7.374	-7.411	30	34	88.24	"adrenal gland, appendix, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, lung, lymph node, nasopharynx, pancreas, parathyroid gland, placenta, prostate, rectum, seminal vesicle, skin 1, skin 2, small intestine, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.000240305	0.882399976	0.000212045	-0.001563618	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	VINC_HUMAN	Vinculin	5l0dD	5l0dBD	VINC_HUMAN-VINC_HUMAN	-7.279	-5.644	24	27	88.89	No expression data available	0.5	0	0.444449991	0	0	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	AZI2_HUMAN	5-azacytidine-induced protein 2	5ep6C	5ep6BC	TBK1_HUMAN-AZI2_HUMAN	-7.276	-12.548	37	41	90.24	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.493264034	0.902399957	0.445121437	-3.238703489	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	NUP58_HUMAN	Nucleoporin p58/p45	4jq5B	4jq5AB	NUP58_HUMAN-NUP58_HUMAN	-7.011	-29.813	62	68	91.18	"appendix, breast, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, pancreas, parathyroid gland, placenta, rectum, salivary gland, seminal vesicle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1.5	0.996775128	1.367699981	1.363289356	-9.558021545	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	MCL1_HUMAN	Induced myeloid leukemia cell differentiation protein Mcl-1	3pk1A	3pk1AB	MCL1_HUMAN-BAX_HUMAN	-6.955	-17.23	24	24	100	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0.841798902	0.5	0.420899451	-2.927355766	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	RING2_HUMAN	E3 ubiquitin-protein ligase RING2	3gs2C	3gs2AC	RING2_HUMAN-RING2_HUMAN	-6.948	-12.163	36	38	94.74	No expression data available	1	0.028559446	0.947399974	0.027057219	-0.187993556	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	GFAP_HUMAN	Glial fibrillary acidic protein	6a9pB	6a9pBG	GFAP_HUMAN-GFAP_HUMAN	-6.903	-3.472	33	33	100	No expression data available	1	0	1	0	0	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	NTRK1_HUMAN	High affinity nerve growth factor receptor	2n90A	2n90AB	NTRK1_HUMAN-NTRK1_HUMAN	-6.846	-4.477	30	30	100	"adrenal gland, appendix, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, nasopharynx, oral mucosa, ovary, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 2, small intestine, smooth muscle, stomach 1, stomach 2, testis, thyroid gland, urinary bladder, vagina"	1	0	1	0	0	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	CO3_HUMAN	Complement C3	3t4aB	3t4aBG	CO3_HUMAN-A0A0H3JZ23_STAAM	-6.825	-7.153	19	26	73.08	No expression data available	0.5	0	0.365400016	0	0	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	PSB1_HUMAN	Proteasome subunit beta type-1	4r3oM	4r3oFM	PSA1_HUMAN-PSB1_HUMAN	-6.75	-5.056	15	23	65.22	No expression data available	0.5	0	0.326099992	0	0	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	CTNB1_HUMAN	Catenin beta-1	3slaD	3slaDE	CTNB1_HUMAN-CTNB1_HUMAN	-6.722	-10.095	32	38	84.21	No expression data available	1	0.410107577	0.842099965	0.345351577	-2.321453333	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	CTIP_HUMAN	DNA endonuclease RBBP8	4d2hB	4d2hAB	CTIP_HUMAN-CTIP_HUMAN	-6.614	-12.165	35	35	100	"adrenal gland, appendix, bone marrow, breast, bronchus, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, kidney, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.162465063	1	0.162465066	-1.074543953	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	RS27A_HUMAN	Ubiquitin-40S ribosomal protein S27a	5ydkC	5ydkCF	RS27A_HUMAN-RN168_HUMAN	-6.517	-10.395	24	24	100	No expression data available	0.5	0.190635031	0.5	0.095317513	-0.62118423	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	BCL9_HUMAN	B-cell CLL/lymphoma 9 protein	2gl7F	2gl7DF	CTNB1_HUMAN-BCL9_HUMAN	-6.504	-8.358	23	26	88.46	No expression data available	0.5	0.209159365	0.442299992	0.092511185	-0.601692736	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	TLE1_HUMAN	Transducin-like enhancer protein 1	4om2A	4om2AD	TLE1_HUMAN-TLE1_HUMAN	-6.479	-6.723	17	17	100	No expression data available	0.5	0	0.5	0	0	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	R3GEF_HUMAN	Guanine nucleotide exchange factor for Rab-3A	4li0D	4li0CD	R3GEF_HUMAN-R3GEF_HUMAN	-6.446	-25.867	60	66	90.91	No expression data available	1.5	0.125930207	1.363650084	0.171724737	-1.106937647	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	NTRK1_HUMAN	High affinity nerve growth factor receptor	2n90B	2n90AB	NTRK1_HUMAN-NTRK1_HUMAN	-6.289	-4.477	22	27	81.48	"adrenal gland, appendix, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, nasopharynx, oral mucosa, ovary, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 2, small intestine, smooth muscle, stomach 1, stomach 2, testis, thyroid gland, urinary bladder, vagina"	0.5	0	0.407400012	0	0	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	NKG2D_HUMAN	NKG2-D type II integral membrane protein	4pdcA	4pdcAE	NKG2D_HUMAN-Q8QN43_COWPX	-6.254	-7.827	23	26	88.46	No expression data available	0.5	0.790700126	0.442299992	0.349726677	-2.187190771	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	IZUM1_HUMAN	Izumo sperm-egg fusion protein 1	5jkeC	5jkeAC	IZUM1_HUMAN-IZUM1_HUMAN	-6.145	-8.599	39	39	100	No expression data available	1	0.47518639	1	0.475186378	-2.920020342	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	TBK1_HUMAN	Serine/threonine-protein kinase TBK1	5ep6B	5ep6AB	AZI2_HUMAN-TBK1_HUMAN	-5.947	-16.374	35	35	100	No expression data available	1	0	1	0	0	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	TACC3_HUMAN	Transforming acidic coiled-coil-containing protein 3	5lxnB	5lxnAB	TACC3_HUMAN-TACC3_HUMAN	-5.925	-26.521	61	76	80.26	No expression data available	1.5	0.057335748	1.20389998	0.069026507	-0.408982068	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	HIP1R_HUMAN	Huntingtin-interacting protein 1-related protein	1r0dA	1r0dAI	HIP1R_HUMAN-HIP1R_HUMAN	-5.81	-4.155	35	42	83.33	No expression data available	1	4.1781076491e-06	0.833299994	3.48161711372e-06	-2.02E-05	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	SRA1_HUMAN	Steroid receptor RNA activator 1	4nboA	4nboAB	SRA1_HUMAN-SRA1_HUMAN	-5.73	-3.756	18	23	78.26	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0.162465063	0.391300023	0.063572586	-0.364270926	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	KLOTB_HUMAN	Beta-klotho	5wi9A	5wi9AB	KLOTB_HUMAN-KLOTB_HUMAN	-5.517	-6.38	20	34	58.82	No expression data available	1	0.078403832	0.588199973	0.046117131	-0.254428208	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	PSMD8_HUMAN	26S proteasome non-ATPase regulatory subunit 8	5l4kT	5l4kTV	PSMD8_HUMAN-PSDE_HUMAN	-5.512	-6.97	23	23	100	No expression data available	0.5	0.162465063	0.5	0.081232533	-0.447753727	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	NDEL1_HUMAN	Nuclear distribution protein nudE-like 1	2v66C	2v66CD	NDEL1_HUMAN-NDEL1_HUMAN	-5.476	-21.422	51	74	68.92	"appendix, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 2, epididymis, esophagus, gallbladder, heart muscle, hippocampus, kidney, nasopharynx, oral mucosa, placenta, rectum, salivary gland, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder"	1.5	0.103920751	1.033800006	0.107433274	-0.588304579	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	CLCN5_HUMAN	H( )/Cl(-) exchange transporter 5	2j9lB	2j9lBD	CLCN5_HUMAN-CLCN5_HUMAN	-5.398	-8.486	26	31	83.87	No expression data available	1	0.40131234	0.838700056	0.336580694	-1.816862464	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	HDAC4_HUMAN	Histone deacetylase 4	2h8nD	2h8nAD	HDAC4_HUMAN-HDAC4_HUMAN	-5.379	-3.981	45	45	100	"appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0	1	0	0	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	HMOX2_HUMAN	Heme oxygenase 2	5uc9A	5uc9AD	HMOX2_HUMAN-HMOX2_HUMAN	-5.324	-1.544	34	40	85	No expression data available	1	0	0.850000024	0	0	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	MRC2_HUMAN	C-type mannose receptor 2	5e4lB	5e4lAB	MRC2_HUMAN-MRC2_HUMAN	-5.274	-10.792	21	24	87.5	No expression data available	0.5	0.630236969	0.4375	0.275728673	-1.454193115	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	BRD4_HUMAN	Bromodomain-containing protein 4	5u2eA	5u2eAB	BRD4_HUMAN-BRD4_HUMAN	-5.243	-9.607	20	30	66.67	No expression data available	1	0.343731737	0.666700006	0.229165941	-1.201516986	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	CALRL_HUMAN	Calcitonin gene-related peptide type 1 receptor	3n7pA	3n7pAD	CALRL_HUMAN-RAMP1_HUMAN	-5.24	-13.813	38	45	84.44	No expression data available	1	0.959124392	0.844400048	0.809884667	-4.243795395	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	GHR_HUMAN	Growth hormone receptor	5oekB	5oekAB	GHR_HUMAN-GHR_HUMAN	-5.224	-6.225	15	15	100	No expression data available	0.5	0	0.5	0	0	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	K1C14_HUMAN	"Keratin, type I cytoskeletal 14"	3tnuA	3tnuAB	K1C14_HUMAN-K2C5_HUMAN	-5.146	-45.733	65	95	68.42	No expression data available	2	0.791082343	1.368399978	1.082517028	-5.570632458	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	LRRF1_HUMAN	Leucine-rich repeat flightless-interacting protein 1	4h22B	4h22AB	LRRF1_HUMAN-LRRF1_HUMAN	-5.097	-40.59	64	81	79.01	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skin 1, skin 2, small intestine, smooth muscle, spleen, stomach 1, stomach 2, thyroid gland, tonsil, urinary bladder, vagina"	2	0.486370257	1.580200076	0.768562317	-3.917362213	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	TBK1_HUMAN	Serine/threonine-protein kinase TBK1	5eoaC	5eoaAC	OPTN_HUMAN-TBK1_HUMAN	-5.061	-19.034	44	49	89.8	No expression data available	1	0.098883375	0.898000002	0.088797271	-0.449402988	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	NU6M_HUMAN	NADH-ubiquinone oxidoreductase chain 6	5xtcm	5xtcim	NU2M_HUMAN-NU6M_HUMAN	-5.019	-9.558	38	48	79.17	No expression data available	1	0.15378792	0.791700006	0.121753901	-0.611082852	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	ANC2_HUMAN	Anaphase-promoting complex subunit 2	5lcwN	5lcwNS	ANC2_HUMAN-BUB1B_HUMAN	-5.013	-8.13	18	25	72	No expression data available	0.5	0.615693431	0.360000014	0.221649647	-1.111129642	
4kw1D	INFLUENZA A VIRUS	HEMAGGLUTININ	BRMS1_HUMAN	Breast cancer metastasis-suppressor 1	4auvF	4auvFG	BRMS1_HUMAN-BRMS1_HUMAN	-5.009	-3.31	19	20	95	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0.162465063	0.474999994	0.077170908	-0.386549056	
4kw1E	INFLUENZA A VIRUS	HEMAGGLUTININ	S6B2B6_HUMAN	S6B2B6_HUMAN	5w6gH	5w6gAH	A7UPX0_9INFA-S6B2B6_HUMAN	-5.954	-6.524	31	31	100	No expression data available	1	6.02910387909e-05	1	6.02910404268e-05	-0.000358973	
4kw1F	INFLUENZA A VIRUS	HEMAGGLUTININ	HG2A_HUMAN	HLA class II histocompatibility antigen gamma chain	1iieB	1iieAB	HG2A_HUMAN-HG2A_HUMAN	-15.201	-8.361	38	49	77.55	No expression data available	1	0.978765589	0.775500059	0.759032786	-11.53805733	
4kw1F	INFLUENZA A VIRUS	HEMAGGLUTININ	STK4_HUMAN	Serine/threonine-protein kinase 4	2jo8B	2jo8AB	STK4_HUMAN-STK4_HUMAN	-14.457	-18.541	42	48	87.5	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.972939378	0.875	0.851321936	-12.30756092	
